bk	ck	命中词
090973343F2C25EAA2F5664A21404EC5	94FEF42EACB608AD88496D216FA89CE0	学生朝
5DFC558ADBE957615C85D8C2AAF94BB0	1C409482FD870D7FC3444B47BC841900	学生朝
BBEB48F497453585A378E0399A9DC526	F57A5643020F3EA5FFB690360236E352	六月四日###六月四
3B49D8EA1639A03DFB42B53B51860217	F8D2F28B96D05B4D4D254BCD736DB4A6	天安门广场
15A08CB90B082A3A3FBAE6872E173760	EAFC879A1365C8C7AF11969BA6005FF0	学生潮
8EDD95C673B46481FB20C15B1816AF21	102C874CDA4A8B712201B66BE3648E68	学生爆
6B97D2C58CEDBA0837E1EC34CC119C5C	A64187FD9CE6351CEA6BE75FD633B36A	学生朝
A745C605FEA925E15489ACB17C4EF92F	2FE3B0F435218851D83FE392095D3932	天安门广场
EB56186DDA52406AD06C6FAE605895EA	74ED266DAFD82CE9540EEA68303F8306	天安门广场
EB56186DDA52406AD06C6FAE605895EA	E5161366CF2BA257D630C58CC92408BB	天安门广场
7DF7DB275907637CEC17E396A3B633F6	E086D97A0E09F011CC04203822C67602	天安门广场
6F0CFEF0BFFCD00E925C5F5B5DC9F201	070C33FE6DC3BDA94D5BDAF5706A258A	学生爆
6F0CFEF0BFFCD00E925C5F5B5DC9F201	B4C9BA3E2706E759344973F4C49F87BB	六月四号###六月四
52100ECBCC99855A7626536B7E9CF514	2A89221518366083B338EEE35B31160A	天安门广场
52100ECBCC99855A7626536B7E9CF514	4A99CAE450097AAEB0EDB741AC7F5F1A	天安门广场
35CC99EA6768F18C8963132F2D500017	D0868374922E6B9D400793137C2D9747	部队哗变
18B53720E129111CB2A8F2A648EA0F09	AB5ED01CB41133AA19CE7F21C50D9D60	学生嘲
18B53720E129111CB2A8F2A648EA0F09	E63A608B54C4DFB23C59952800B3E5FF	学生朝
B92600E422776525C22E6E23DD378815	3B2EC16A7B07C3BA2C96AAA785B040B7	天安门广场
4855A130910871A6A5A2D2C12617703A	05DBE3E9B592826F9CF299D798B9F53B	学生爆
4855A130910871A6A5A2D2C12617703A	49ACEBE579CEE7E9582C8447B7B65650	天安门广场
FAD8DCC87E9F25A7A62D8DAAC07234CC	80BF0A1E9E237440B8D9F7840A4D448E	天安门广场
5D573F78BF42AF497D12ED2B1088A85F	381ED041079DD5C7D6E7FEE4004F1CFB	天安门广场
29BC5D21E5CA589B4458F99F82FD3330	2FC8CE1D4D9CFAD09ED8FCC509DCD747	邓狗
29BC5D21E5CA589B4458F99F82FD3330	548C8EC0FAB98E46D682F31C9A04DCB8	邓狗
51CF572DC43AA2D34F6C58C24E30C8E3	26C93BDF3996D3F665895C0A0EAC9091	64武装
0B4C67F96977DFDDDA9B35C459D8286B	2963CEA36D535C6529E04E67C12D3BA9	6月4
66EA15717C0B5409379C6D53FB0527B7	C8D4D7A168C05E7E06B93BA82EADF63C	六月四号###六月四
6F30527E4959BD8415018638F0498186	3E022190EDE206A7E26D2439379FE76A	学生朝
A4F9CF85B9977DB9E67A92727CF46267	8C0A7F662A02A65027A9583AB474EBAE	天安门广场
4F070EB3C2AA6B954B6026D4E8376CDD	A1F928D2F1DC364D998C946EF18F6043	天安门广场
079962B0537536B35B168BD76217544F	FB841BCCD726EC0D1B5551DEEF8CFAC6	学生朝
FA29A307FC3BA0F01C93C7F51918695A	266BFF783735C321AB179D4F0ACFF3D3	89年6
FA29A307FC3BA0F01C93C7F51918695A	77EC12AB5A4D6796624CAFA4B29B3D3D	天安门广场
F5D2E2275C88043518936A37BE3B29CF	ACCD0C50C000D1898D0D9C61580C6DFB	爆力事件
41CB8B60B04F2FA10EA01CC7C6BB606C	8488C5EE07CA6C43B0AEB16F2F6A2781	天安门广场
28630395B831A5023014642F5F0F5BF3	A63660239AC60D6A87EF23C641F3DA1E	天安门广场
E542C27886B6F11BEF786678517C39E1	C26C4382EF49E15B453A8F90A083E719	天安门广场
FCE37889ABCE2E5447C464F23ED66AA6	2F5A1C0EAFC6E876A9111812914E540F	天安门广场
FCE37889ABCE2E5447C464F23ED66AA6	4B80172494724E8894346ACF174BFF23	邓伟人
FCE37889ABCE2E5447C464F23ED66AA6	65DFD8D256B428E0D6DAAFBFEFBAD13F	天安门广场
FCE37889ABCE2E5447C464F23ED66AA6	92084B58684789A5AB8A6280D43A12B9	邓伟人
FCE37889ABCE2E5447C464F23ED66AA6	A4632C054285DEBD1A5859D839DF61F0	邓伟人
3ACFB2C96FFDEE09AF653BACB7FF4064	505C73B56FF67AC771CE0D05DE76A1FB	学生爆
48D0946B26B0BAEE9CF2010EA820AB40	350FB3E8543976CC5DC4B81B5E8F6FFC	89年6
4517900A302D0BCACBAC08D115F627BB	426062BA51C4DAC9BEBA2305C54EFF16	天安门广场
78347CEF38F4DE08DEA2130218F48A76	0DED0F7BCC540219228ABF96FFC80D94	动荡政治
0DC46548C217A1566D66BC66A7E64244	468ED6F85EB90C201C7A74D036EA058F	天安门广场
B9B4D3014382693476AAF6DFA20BE9C1	B7CF6742DC1C59B7B1998F9716A80908	天安门广场
2610928EEF3199CE6052FE48E8AB4B89	468C760707A68DC2ABC6FE67FA09ECDC	学生朝
CC6B0FC9C5B48455342C1F403FB38BB6	EA8D01F0D287718852F7C893BBFEA577	天安门广场
6CCD9AB1F549CB38913A99AC208ECBDB	1CEEF669289C7693961DECE5A4CF8B59	学生动乱
A0B64782EED7804E502AD418904BB8A7	617235286EF7E855BBD8DDBC0417D329	天安门广场
FF7B80AB7824322B5F43312F5CF22E4B	67A8A29645DD62A86C67B643414E4894	学生嘲
FC386BFA38D8D7B3B61B94AE93FF1F41	2408B8D072CF81E172B84979AC261211	89年6
FC386BFA38D8D7B3B61B94AE93FF1F41	662D835851E9F887F761128D6C3147BF	89年6
FC386BFA38D8D7B3B61B94AE93FF1F41	BE922AAB94F98D40295BD26CEA6DAAEA	6月4###89年6
C8C27905D5DDD20B8290D3C73847F55F	323FE0BD44EE4885796CE2AEEB61834A	六月四日###六月四
32C3A20B9BFFD2490F715C8417E73481	05682BE5EDED529B44A8947A0B3BF302	学生朝
F15BCF4E5DBC107D56B33A2773EB0B8B	4B4E64A275F662CDECD75732DDF9714C	六月四号###六月四
480E1EC2267B80DFA64F157952D26F0F	4356CC96E9BDE8C7AE0DF32BC11EC008	学生朝
2A4EB805B5AE85B0B2A4DF9C51BB9433	4749D161A6AE024F4A922ACC49812772	六月四日###六四事###天安门广场###六月四
2A4EB805B5AE85B0B2A4DF9C51BB9433	60067958067D66B34C581E88762997D6	天安门广场
2A4EB805B5AE85B0B2A4DF9C51BB9433	7622F408B05D1BF41FB3631E668FC2A0	天安门广场
8B12B589E49AA5D26BB629C3BC20E965	46A76B7BDF66B2837A77BB846303DF37	天安门广场
9DC246E1D3788BFEAAF20F41728A3C4B	505078BD55C7232C672D35567FAE74A9	学生朝
AED3D2C8F50714B32C9550EEA2A5329F	900BAE7D9C71741E27A356AACBC46729	天安门广场
AED3D2C8F50714B32C9550EEA2A5329F	FEAD1CEF7AFFDBE4D2DD9849C96704B7	天安门广场
8D756CBD330AFAFA68293352C2972EAD	8BEC0E2B4D0D362C7139EE7E8E0310D1	学生嘲
ADD619FFBD38D16FEA65D9437D087707	5320A118973EB87DD53026D40362E08F	天安门广场
9758321F27978215EC0C75510E7497E3	8D3C2937DCD415EF2E309417BE7C983A	6月4
9758321F27978215EC0C75510E7497E3	AD98641ADC4C1D72AE8C4EEA1707A48B	6月4
9758321F27978215EC0C75510E7497E3	B16B65D4922938C2CA581BA75774336E	6月4
9758321F27978215EC0C75510E7497E3	DE09876D24EC188EFA23B2684C836751	今年64
E59D35BEBE8783E7CFD464F28DCD52ED	BFBD308831AB0A14D4AA44CE81F8FECD	6月4
E59D35BEBE8783E7CFD464F28DCD52ED	D9AB905BCF43404D6CB03F335B463C9C	学生潮
8D060160020A0D83882487BD4C7AD8D6	4321A8BA602B5CA5EA1A0DB675959349	6月4
4E2BFD807237EE3CD0C2AE181C7D9FDD	4E229032B77A56D4052E86B5912B7549	六月四号###六月四
B0285F6713199DF87041B057AB760D10	3D2D877AC793FB99A53E1DBD7A31331C	天安门广场
1DCA3BF4A50D21100597647B406033D4	93D61AB6C982D52415ED0666DBB361E3	八零年代末
8C9034B611AEB815DAF01FD0A813DA4D	662BD8652AD294486DEE1105C8B0D78E	学生爆
8C9034B611AEB815DAF01FD0A813DA4D	B9FC2C379098747A3B9BCF8D7FF1BB0C	学生爆
00C1E13B4958BA84D885903E82B6B91D	5AD373B8763BD1637605F7EA6CB4390F	天安门广场
00C1E13B4958BA84D885903E82B6B91D	701794C5F99933257E57DA5564B1A570	天安门广场
00C1E13B4958BA84D885903E82B6B91D	C1416F294BDA523D075E6043B2425875	天安门广场
88767A647F8AFC9B6955715B17C5C070	71FF3AB139FADCD9A381E672AEFD180E	学生朝
72A3CBC381DCCDD51E4F4000D8E2ED8D	338704F35E9EE178C714581070DC0A59	学生朝
F944C3CDE7C41FE37C1A3380275311DB	794B09424276022AAD9A39874A68E58C	天安门广场
8DB2D0B11216EADAA752D47B80A3B3E3	925BEA7EFBFACA73A4C00197276150C3	天安门广场
43A4EC36F970AACBB95AC74EC06C9C9E	91F2D3FC77FF78267F9D5666EA05D979	天安门广场
43A4EC36F970AACBB95AC74EC06C9C9E	BEA75FD301285D106424EA5C350E889F	天安门广场
C71D69BAD978DE983C8145995CE87DEB	726AA061FC222204F71B4C09DCBD06DD	天安门广场
9BB05478981D53B4958F5A23A7D17AE4	018C7EF6E869BB07D6033D6B17BB8043	学生嘲
9BB05478981D53B4958F5A23A7D17AE4	2BB404C44BCE42D81C865308A72A8820	学生潮
9BB05478981D53B4958F5A23A7D17AE4	DD5189D1AF0BB1A2ED15D7B6501BAB48	学生朝
171BD74FC09464AD0A01DE2368F005F9	25C01471C396B72D739E1FF61CBEEF27	学生爆
DD261605CA1CDB0CD04606DA14370A7B	50E8B5E482CB98C7801722080E8A2579	天安门广场
DD261605CA1CDB0CD04606DA14370A7B	FC6810A87636692C5F04ADC6C3FD6F23	天安门广场
BDA6C7A913A306CCFE3A6A9A710C96B7	C6821A2F3957D9A5FA2E41D201138C7E	学生朝
4BF3FCF16F701A63A7F57651C0DCECD1	80E6561BBC0EE8EFD86FF462E8D41CFF	天安门广场
1F121DC9A48C91D9A12FC8F289455343	7F6656948E19186A20F098303002D665	天安门广场
C207CF089B4547C778796851B6F0D588	03FDAA74E2A583025533CF8A7CC74A1C	天安门广场
C207CF089B4547C778796851B6F0D588	41514CCFF28D6E02382543617A2D17BF	天安门广场
C207CF089B4547C778796851B6F0D588	4C63C910DF5EB912784F1180EC1BA234	天安门广场
C207CF089B4547C778796851B6F0D588	6677857087461088BBAC46B4A23C256E	天安门广场
C207CF089B4547C778796851B6F0D588	8C0EFA3A7B6A11B1533A2B8663ABB566	天安门广场
C207CF089B4547C778796851B6F0D588	E3ADC939D38650262B6E3B03BA92AA26	天安门广场
C207CF089B4547C778796851B6F0D588	F9056A54CC3AA5541D2ECC1E1A0C9987	天安门广场
C207CF089B4547C778796851B6F0D588	F95F6166FB01217629D314C6436FD8E1	天安门广场
B705D5BB6F4286E17FF48154521EC051	0C2C584C4A73A69A1BFEC870ABF22EE5	天安门广场
D06AEC20C56812BEBF078E9F3891E0B9	B9C6BA78C81FF7F82951CE642B8EDFE5	学生嘲
EF142FA3F3DD874409F0B3D010D0B850	95ECD3E5BF2B1EFC112825051EF20AC5	天安门广场
4C91927E59977853BF203E0953CFBB66	1792D32534D18750C76F7B064E722103	学生爆
F2ACAB28282E5386B0595D0228FC17AC	7658B98BC864E18641D0E608B05DA256	学生朝
CE382B5EDA9181D3B0DCF7DA10057255	F43820BFF1E894DF9783E5C096E1FCD2	64坦克
59E472072405439297DB6DF45A1C7B37	689B122DC90BA4FADD145E3D5DBB66AB	天安门广场
88F7D928393C4EBD4BC85858F9075C4F	D934A2DBE7A448ED7A779339A64319C1	叁十年
61CE12069DE235062AD40E4663D45E4E	789ED52C628DEE4068BCA29D3A529AF4	学生爆
C861DBDD4154459B0E205BC1BEE2F6C4	4BE234F2D176C48370F0266AB0F04CF0	烧坦克
C861DBDD4154459B0E205BC1BEE2F6C4	B07AF838C0C1E3F8BE986064CA851E19	烧坦克
A602451B6BC2DA984BAB3C45BA0BE98D	412B0DA87D25982ECEBF232D5D537817	学生嘲
DF693B04FCFBC3CE322D4694BEE4C54A	FEED44691FCB387CD74BD6CCF8D31AF2	学生爆
2FF179B03F5FEECB8635A923AECEFACD	9F3FF149E27AE231BE1F9D1839BC0029	江续命
254E252D420741BA62E8787C17A71116	AB20BDE6474DB2E1AD198B9220F94AE0	广场学生
254E252D420741BA62E8787C17A71116	BA76B9ED9D08535F3619C28FDCF47ED8	学生朝
7F8D7DEF2C7DD5D6457261F4A641D4A7	69FE82E3EC86B31A43C97A5E8723328D	学生嘲
ACAB022B1C75D3474545EC7F3AD372BD	CEEF88E8D2ED62EA58AC405733CAD485	天安门广场
ACAB022B1C75D3474545EC7F3AD372BD	E36F61BB8832611AFF6ABC9757DF6406	天安门广场
298FE18FA86CE0808EB9EE3D8E2BEE3B	6C0C41FC77AB8F9A720D29A9C47F5581	天安门广场
22446405909B69B2AFF8EDA5BB8434C0	D45F34E6B1D72B2444C198FBCAD57602	6月4
66388B03D029A78FE8A22D3FDF6F8BFA	A8713BA20ED4BBA8AC58B90C3961E9F1	学生潮
5E811D721EC2D566E0B502B81CD94C7A	58CAE686186A8E4164A065427BC2B4BE	六月四号###六月四
3688D30E2A7EF60CF4678D61C4EB58AF	6AB6DD3D009799F8CBEBE177119BC3B6	学生朝
53A610B2B6A4893602B7CD84A242D6A2	F783B195C2E2CF00A1A1EB6342DC1021	六月四号###六月四
FBA2ED2F77745E54C7CBE074E5FEB0B0	2FBBA8E011A048772153D97275AA90D6	天安门广场
FBA2ED2F77745E54C7CBE074E5FEB0B0	F35011F50A477BB33D2DA745669603A9	天安门广场
1FB21AEE25B33C6D0FBE0935D6EC472D	6BE16BD433CA38BA29E1BA9FDBD36F7F	学生爆
AFE8DCDCAD070C609FABDC4FEF972DAF	ABCB613779A2B8C9B9C60BA30B0D584B	89年6
AE0E376668AF8AE899989E5B0A20D697	0F26A67F006CC7FFAB4E6D5D8A904960	学生爆
66D8C9516C6DF6E6F0B070739014701B	F81162FBB40A615E100550D514ACCBD7	学生嘲
BADD6D095DCD65172ED689BA5A63D43F	3B9EC86513333109EAC0750235B56148	蛙哈哈
BADD6D095DCD65172ED689BA5A63D43F	5F4DA3A9F88466114E61C0C92C0D5663	邓伟人
55F5B1F1FF3FF24024E948C3DEB10FF7	100FFD46FD5AA81CCE848AE0627DBDB8	天安门广场
065E1F69AC2FD21B2BAFD207B900EC55	53FF115E975FAEB60241950D8437D6D4	学生爆
85CCEEB9D3F3A4992875C20149E28864	B123AF3C7120043B3579A07CAADBF697	天安门广场
AEE8F9FC7687580DF3D2196F0D4412DA	582511AA12A1ED52E221998C799A1F55	学生朝
30F50A9BB242F94E9E71F283B0D8F8C5	19D31208E5854FF4AFE6C417FFF8CD3E	六月四号###六月四
04A3491D4192CDEC5256E7396441ACFA	383C4772511378DBE82AFFC592D8668D	学生爆
5068E8603ADC8A5DD34759C367B7F25C	1BC73153DA5800F0F7B330DEBAEC36C3	六和四
5068E8603ADC8A5DD34759C367B7F25C	2FAA96CEE31882FD279A7DB69D467CB2	六和四
5068E8603ADC8A5DD34759C367B7F25C	431392B69F0E6273406EA1F46F115FA9	六和四
5068E8603ADC8A5DD34759C367B7F25C	46CA6B53EBF580DDD167F04730A81D9A	六和四
5068E8603ADC8A5DD34759C367B7F25C	55CAEFAFBCA99414A7876510A317721B	六和四
5068E8603ADC8A5DD34759C367B7F25C	A8C2622DAB8374328CA3F45220FE0D96	六和四
5068E8603ADC8A5DD34759C367B7F25C	CACBBE110779554D726DF8D7666B7ABB	六和四
E117CD47897832624D15998CD9DBBBD1	7E4C7943C1144BA23D32474D1EB831E7	陆si
63D7CA2AF85D19CF2526D0A525325843	08DF7B7CFF646105074B341835A4F21C	学生嘲
3B8B71CCED29ED33FCBAD2A5478CF105	3DCD1250147465F03257656CECBDF17A	天安门广场
3B8B71CCED29ED33FCBAD2A5478CF105	99B7FCE4943F85265F944F1D682AFA94	天安门广场
58F599300395B7EED39E1BE77E124B9A	C101C9EC721D630628C6D125460DF8E6	学生朝
7984B7B3AB350C27ABEDDC8E28BBD7C7	2EC4BBF8AE00E42C7234A91AB9A94BED	学生嘲
9F24C7F38C397578CFBD0693A4CB92BD	CEA27556DD90C303A94A333083C55BD6	六月四号###六月四
9395B89FBAF40F43952F8F35F998C825	1C40C19EEDC19D63EE9F8B34CDB430C8	六月四日###六月四
9395B89FBAF40F43952F8F35F998C825	3DCC4DC4B04172399792E99982479317	六月四日###六月四
4E19C8832A74CA8CDCD466190C930AA0	4060EBA5A8F1E2897753DD4AF496D2F5	挡装甲车
4E19C8832A74CA8CDCD466190C930AA0	98A65E9DCEDC9FFCA9632CE8A73DFB16	邓伟人
F5728F8CE5079AF22FF9A06BDE3189DE	112D09275C60157D1DCCD79B26858D36	天安门广场
F5728F8CE5079AF22FF9A06BDE3189DE	12B8155E30D7B7ECF4534FCA0F23C7DC	天安门广场
F5728F8CE5079AF22FF9A06BDE3189DE	2B58B26CBD04B00426AF83B8AA7C3DD4	天安门广场
F5728F8CE5079AF22FF9A06BDE3189DE	71BD6E535DA3CF33C879BC6FBC9CB263	天安门广场
F5728F8CE5079AF22FF9A06BDE3189DE	81619D8869381491AECD982A32E3A117	天安门广场
8FA5A7DD21C27B31F46E8FC6136F48CE	ECC42F02D4574A33026454BA75D298CD	六月四日###六月四
F0393A46523EA7FDFBA1243B0A26CE74	249F04BB00557F7E17B05EE30E7FE6C4	天安门广场
F0393A46523EA7FDFBA1243B0A26CE74	497BA7F01996D651C51F744FBAE15B4C	天安门广场
F0393A46523EA7FDFBA1243B0A26CE74	BEAFC7A2C0A9A53B38FECCC1A54897D7	86学潮
27BDF7EAB00EAE08E31E8FDBC824819B	7C5D772D6D34C4472FC9B9C3628B1A32	六月四号###六月四
41F5C549CE9F5392A8C9AF1F94EBC291	8997ECB0ECCB6CD7009FCB32408C5213	6月4
5307D5F401CF6B7820B84F84B4E3FD66	8D82AFB010E7C3EC5B0CECD5474537F8	6月4
ED747F2E8A60A77DCDF2E0A6B49E81D0	0CE5E7B2F697F811B715130AE9A72B3C	天安门广场
722027BF8E20700F540A59EB2C160747	D390D9FDF2777A3D9B96F17AC9C4E8DD	天安门广场
C4D516FEB50B736026E99D493AAC5F03	23D09FB570499D87332E37D8520E0B06	学生朝
C4D516FEB50B736026E99D493AAC5F03	AEB714D49DB33728DF9B4B983C8425D9	学生朝
C4D516FEB50B736026E99D493AAC5F03	ED62FF46C19D825AF544C48F4F981AF4	学生朝
90BAA3CAAA97123D72B64992015D593E	B3D4064478502681E10E290B21A2EE30	天安门广场
90BAA3CAAA97123D72B64992015D593E	CEF38F1DBF76527543B366334409C6EB	八零年代末
80E0A269DF9B9EDBF8F200CBA6B3B32B	6B4FB068786DC44D1CBE3F6740B9FB68	天安门广场
80E0A269DF9B9EDBF8F200CBA6B3B32B	778D75D8C0487F0395725C416A75200A	天安门广场
C68AFC8BF1855A39C5922745BC90FA22	236D7D589AD1DAC6DF6675F2099938D8	学生嘲
C68AFC8BF1855A39C5922745BC90FA22	AD882C556E85F8E6CE017ECC4F3E2E3C	学生嘲
C68AFC8BF1855A39C5922745BC90FA22	C0E2D036CD6D469D0FE9069451093E90	学生嘲
FC73B2D41CE76C4369F88F17DCC36A67	ED8C298B2C18B000312256A56716DEE0	6月4
DF692FF6143B31D8E923D81234D5B2BC	4DA4CE6F377C2CE1D73481838E674FCC	六月四号###六月四
DF692FF6143B31D8E923D81234D5B2BC	CC85C96F8D49C785D6DCFE3EBA8B3A48	天安门广场
726F9AE203BCC0ACF7E5412890E90D29	7BE548F4094EAB655DFCE283014E0176	爆力事件
CEAB820518BC475725DBFA6FAC11990B	1399F535387CD71199EA59FB228CA78C	天安门广场
CEAB820518BC475725DBFA6FAC11990B	DE5A905E12E9F604B8D8F4B9DD6178B3	天安门广场
AFE7B0F442A7412D25E7FCFC0C1DB890	836E903B64D774DB5B737A66354BB7AC	学生潮
7E212AFCAF828305D43A3A262341611A	7A8E3DDF23E7FFFA84946F89E30C0569	晓波走了
7E212AFCAF828305D43A3A262341611A	AD0C72ECAD0229EF6F515E2F94871BB6	晓波走了
7E212AFCAF828305D43A3A262341611A	C5FA79350C0B4FA6D21F2B41720D7078	晓波走了
7E212AFCAF828305D43A3A262341611A	D13647329944249D30C5333480ACC6D1	晓波走了
7E212AFCAF828305D43A3A262341611A	E49C567B8463DA13257EABB3296E009B	晓波走了
7E212AFCAF828305D43A3A262341611A	E75472D00E7AD24BB4EC5A4D6BDD058F	晓波走了
2E7442EC000DFC4630496E3840AF3E93	742545068D360464F7FE15F22CC8F1F2	学生爆
81DD48D5CD91B3BCAF6572A6D95423A1	48FF05077D80A65CEDB2CF55528F0590	天安门广场
81DD48D5CD91B3BCAF6572A6D95423A1	C2EA75F8E13BB46B1BB8A7334AD7770F	天安门广场
4863FA759F1C5091AACEE27827500C04	D6C74E4D87AF1E6042C9E25E3303C0CB	学生朝
2E11EC86D9880C5C1202672980CB7BE2	2D2808B17E4CBD12AE0637C5E2DE4991	学生爆
2E11EC86D9880C5C1202672980CB7BE2	5B334BD31C82DCC619C813310E37F29E	学生朝
2E11EC86D9880C5C1202672980CB7BE2	A09C37F7B841C7530C2CECE1D0C74F8E	学生朝
A6BE767875441766224ADDFF2BE737DC	F9C0B8D5DA652C7B11221C03A53AA950	六月四日###六月四
F0D8D7106A35818427248038EE5D5A3C	8F8E10B63C78B26E95870080D5323E60	湖要帮
2505FA5863354E4909D0D599BEBDDC4D	16FEC0CC6E003F1B746F07420DC6EE88	八零年代末
E176A3BC6DB70DB3A5A32E423EA530B9	3641598161AE0FC4183D7F162E08D4C4	六月四日###6月4###六月四
85A234795D71B76FD08076720A66DE84	1C73FDF1F3C92AAADDA0586E521D3898	北京戒严
85A234795D71B76FD08076720A66DE84	7DF9ABAA71DBAAD3B75DC88D5BC2CD54	天安门广场
30F4E400CB9EF9738A6A67097F10BF12	80BAA586CD90D2116095D832FE7EC53B	学生爆
92A47FD8A4E43771B97295EB6BB29630	B801914555B8F28079BF09E3E9A97943	当装甲车
41AF6F84CB8AE58C5E822681F5C88F1A	6E3F585BE3F22DA38B33487D06AD6CEE	学生潮
188817CCD20C3D5118F9AA7BC7A51363	EFE481E04B1D07323C05B056845CD67B	6月4
8EDABDA9954066273960BDEB6D3638D4	C9682B00C7022E530B274FD3852823C6	6月4
479F38F8F2139A2F3DC8B38DE119B2DD	A181E02986B8B7D74D8E99485DF64ECC	89年6
B03BEE20AF97004893D45588E1B3FC17	4C62F36A413C118E8521FB2DD742FFF2	VIIV
B03BEE20AF97004893D45588E1B3FC17	E09D97BDC33D741FDEED65A1C5D664D0	VIIV
DA24AA9B1C74E1FAF77EC3848F268A39	6A5C0177B7D0C8774422A98093CBC4F7	学生朝
3191EE7A2BD3B976F405FC8D52887B28	89C850C827449AF872C4CCF1C52DE5CC	6月4
36792EB8E12A7ED050950347ACA67631	4DF8A66C9EDA777F675BEB82ACB93EC4	学生嘲
9CA2EC234526A414D4519C4A3C7A59D5	E0AB874590F28291370B9CE8A60C450B	天安门广场
071D85FFD414D8E5B5C01E45391FD169	CA7AB12CB5FE6F4DC7E9E382C234CF67	64坦克
1035215E2833D3E35E6E7D553CF2B7F0	078D29C7CDEE7DEA6818CD55C9FC00EA	学生嘲
1035215E2833D3E35E6E7D553CF2B7F0	1CAC95924C5B727A4D03156D319C2102	学生嘲
4FCB41F311003E506BA4075403C1B92C	0744292F9E55C26E4831E41DA759EC58	学生朝
4FCB41F311003E506BA4075403C1B92C	D18E69C7ABCC00DD02DA262204547660	学生朝
806D1A9149BC97A71DE4038C77100394	7DC63871444EF4FB0A008DF96E13F2CB	天安门广场
71397DF823431E54300EC42C3C96DEA2	623F9EA29BBAA18C0B457CFEB7E4EBA1	六月四日###六月四
71397DF823431E54300EC42C3C96DEA2	79A988FF86D4752D7722591D5A35C2E8	六月四日###六月四
71397DF823431E54300EC42C3C96DEA2	B816647B9BAB9B970EC08D8204514105	六月四日###六月四
71397DF823431E54300EC42C3C96DEA2	E9EDA2E09B871AAD5D514464F45C5690	六月四日###六月四
71397DF823431E54300EC42C3C96DEA2	ECDCB77E652A57F2F2B25BDA0E4732C4	六月四日###六月四
8310651DC9E80AED761BE54ADCAB4EB1	B0BDB7221A12692BAFE7D6A9E6452A36	学生朝
3AB8E482E0B7BEE7D7DD76C26AE5EB55	C38D0601254200F318B387E0C40DDDE9	六月四日###六月四
A1439822FCA99AE9C11BF8B2F4D27C4B	CB6449B4534DD29AB0191B6053EF685F	天安门广场
C78BF55971A70AFC070E21346F832EF6	4137FBDCDA7074F6939CCA12B4967079	天安门广场
C78BF55971A70AFC070E21346F832EF6	B7B88A0E4BF3A70EF9D2F77543F9B5FE	天安门广场
192FBBF5404702D205D3EBFD1E3C6596	2E7E60CA58968E808B72779134871A2A	6月4
20CD8B3D174A8E34D5EFBFE208012D6E	5C28452D70019F3762BE92F6A96C66FD	六月四日###六月四
20CD8B3D174A8E34D5EFBFE208012D6E	DB28CE412F4BEB12AF90B1F4E99644E2	6月4
E1A00E2E1CEF7D8A9CBADFB42E0F294F	3B7166B418B44FF6FE824F5CF22F9041	学生潮
8A35154DBB6A9D407A0D6B9D5A86573E	E33656639DA3239067BC5B31C8407741	6月4
C8510467E3CCB434A4736BAC497D39BB	350175D324C07527EDEBDB9CE57BC632	学生爆
C03369F52796EEA0C361FAB06FEB5684	615FF3A07F3812E34A82DBE4F14C9BBB	学生朝
6BD254AF0658C69B55532EF7F9427BE5	9CE344D4F3BB8A9F922F3ADFC81CEDBC	天安门广场
1EBEEABE4B4F5CBBFE43F824D0C54B5C	B3845B697E306E3C9EDE0259135F4C8B	学生朝
9ACBDADF7157C33E6EF989A63C8E26CC	29443FC7ED080009A36B661F714F99BC	学生朝
9ACBDADF7157C33E6EF989A63C8E26CC	6169D7AB966A67C536FEC30575D2D21D	学生朝
6C980637DF1AACCF3E15221054E60FA6	0DDA6E032532D4EE6A5DD64268828C6A	学生爆
1F962C44E77896B4212CDE1C172989F9	FAE0DA30226FDBD0A244A366E6DB21B5	学生朝
87906325452036E6C7789C55595B7571	902271AB76DB6D7F088BC0C2B5E97394	学生嘲
B91A33D9052D4B407FD5921EB8DF444E	2C4C924EC675F91E7A375030CAF14F3A	江太子
B91A33D9052D4B407FD5921EB8DF444E	4F230C1743B71B0AF50BB5AFAC3CDFDB	江太子
B91A33D9052D4B407FD5921EB8DF444E	7BC498EE8158E8E1E8C208D9FE3E1D1C	江太子
B91A33D9052D4B407FD5921EB8DF444E	C06408333964CCB4CAA0C404EEE0291B	江太子
B91A33D9052D4B407FD5921EB8DF444E	D8139D18AC587BF2B650CE643EE44102	江太子
F5EDC8115291DB16138D3C215EDB9460	1767CA8D04655B1B4F80F03AA8078188	马英九
F5EDC8115291DB16138D3C215EDB9460	1B34081B27622BBB1A0B49DE5F50C7A4	马英九
C892608E637542B974A811992148B50E	4C8AEC22850890BB45FF18FFE098FA7C	学生朝
2D00CEDF084239BDF27201E652465FD6	14C5A656C219A8E7B8F425C44B4D7A09	学生爆
813C6BC89098C80B5F09E7C141126979	CB27E9CAF08836F789B3AD36F08D6770	天安门广场
EEEC03B93E4E3DE44C04391052AA2420	95739E643984617434909081347BDBCA	学生朝
5C2C3D7C39C2F99561463AE56373C31C	0C16799FC344B3787007D70E14F08BB8	学生爆
253EE5D676E23B293A617F6851BE5FF4	2A4500A5E0FAA279D0533B99EE468195	学生嘲
